X.TCGA.A1.A0SE.01A.	X.TCGA.BRCA.	X.0.7979.
TCGA-NC-A5HK-01A	TCGA-LUSC	0,8361
TCGA-NC-A5HL-01A	TCGA-LUSC	0,7243
TCGA-NC-A5HM-01A	TCGA-LUSC	0,7449
TCGA-NC-A5HN-01A	TCGA-LUSC	0,7913
TCGA-NC-A5HO-01A	TCGA-LUSC	0,7913
TCGA-NC-A5HP-01A	TCGA-LUSC	0,8233
TCGA-NC-A5HQ-01A	TCGA-LUSC	0,6728
TCGA-NC-A5HR-01A	TCGA-LUSC	0,7466
TCGA-NC-A5HT-01A	TCGA-LUSC	0,6573
TCGA-NK-A5CR-01A	TCGA-LUSC	0,6657
TCGA-NK-A5CT-01A	TCGA-LUSC	0,6573
TCGA-NK-A5CX-01A	TCGA-LUSC	0,6126
TCGA-NK-A5D1-01A	TCGA-LUSC	0,9478
TCGA-NK-A7XE-01A	TCGA-LUSC	0,7709
TCGA-O2-A52N-01A	TCGA-LUSC	0,7706
TCGA-O2-A52S-01A	TCGA-LUSC	0,8131
TCGA-O2-A52V-01A	TCGA-LUSC	0,7568
TCGA-O2-A52W-01A	TCGA-LUSC	0,7654
TCGA-O2-A5IB-01A	TCGA-LUSC	0,9422
TCGA-XC-AA0X-01A	TCGA-LUSC	0,6313
TCGA-2J-AAB1-01A	TCGA-PAAD	NA
TCGA-2J-AAB4-01A	TCGA-PAAD	NA
TCGA-2J-AAB6-01A	TCGA-PAAD	NA
TCGA-2J-AAB8-01A	TCGA-PAAD	NA
TCGA-2J-AAB9-01A	TCGA-PAAD	NA
TCGA-2J-AABA-01A	TCGA-PAAD	NA
TCGA-2J-AABE-01A	TCGA-PAAD	NA
TCGA-2J-AABF-01A	TCGA-PAAD	NA
TCGA-2J-AABH-01A	TCGA-PAAD	NA
TCGA-2J-AABI-01A	TCGA-PAAD	NA
TCGA-2J-AABK-01A	TCGA-PAAD	NA
TCGA-2J-AABO-01A	TCGA-PAAD	NA
TCGA-2J-AABP-01A	TCGA-PAAD	NA
TCGA-2J-AABR-01A	TCGA-PAAD	NA
TCGA-2J-AABT-01A	TCGA-PAAD	NA
TCGA-2J-AABU-01A	TCGA-PAAD	NA
TCGA-2J-AABV-01A	TCGA-PAAD	NA
TCGA-2L-AAQA-01A	TCGA-PAAD	NA
TCGA-2L-AAQE-01A	TCGA-PAAD	NA
TCGA-2L-AAQI-01A	TCGA-PAAD	NA
TCGA-2L-AAQJ-01A	TCGA-PAAD	NA
TCGA-2L-AAQL-01A	TCGA-PAAD	NA
TCGA-2L-AAQM-01A	TCGA-PAAD	NA
TCGA-3A-A9I5-01A	TCGA-PAAD	NA
TCGA-3A-A9I7-01A	TCGA-PAAD	NA
TCGA-3A-A9I9-01A	TCGA-PAAD	NA
TCGA-3A-A9IB-01A	TCGA-PAAD	NA
TCGA-3A-A9IC-01A	TCGA-PAAD	NA
TCGA-3A-A9IH-01A	TCGA-PAAD	NA
TCGA-3A-A9IJ-01A	TCGA-PAAD	NA
TCGA-3A-A9IL-01A	TCGA-PAAD	NA
TCGA-3A-A9IN-01A	TCGA-PAAD	NA
TCGA-3A-A9IO-01A	TCGA-PAAD	NA
TCGA-3A-A9IR-01A	TCGA-PAAD	NA
TCGA-3A-A9IS-01A	TCGA-PAAD	NA
TCGA-3A-A9IU-01A	TCGA-PAAD	NA
TCGA-3A-A9IV-01A	TCGA-PAAD	NA
TCGA-3A-A9IX-01A	TCGA-PAAD	NA
TCGA-3A-A9IZ-01A	TCGA-PAAD	NA
TCGA-3A-A9J0-01A	TCGA-PAAD	NA
TCGA-3E-AAAY-01A	TCGA-PAAD	NA
TCGA-3E-AAAY-01A	TCGA-PAAD	NA
TCGA-3E-AAAZ-01A	TCGA-PAAD	NA
TCGA-3E-AAAZ-01A	TCGA-PAAD	NA
TCGA-F2-6879-01A	TCGA-PAAD	NA
TCGA-F2-6880-01A	TCGA-PAAD	NA
TCGA-F2-7273-01A	TCGA-PAAD	NA
TCGA-F2-7276-01A	TCGA-PAAD	NA
TCGA-F2-A44G-01A	TCGA-PAAD	NA
TCGA-F2-A44H-01A	TCGA-PAAD	NA
TCGA-F2-A7TX-01A	TCGA-PAAD	NA
TCGA-F2-A8YN-01A	TCGA-PAAD	NA
TCGA-FB-A4P5-01A	TCGA-PAAD	NA
TCGA-FB-A4P6-01A	TCGA-PAAD	NA
TCGA-FB-A545-01A	TCGA-PAAD	NA
TCGA-FB-A5VM-01A	TCGA-PAAD	NA
TCGA-FB-A78T-01A	TCGA-PAAD	NA
TCGA-FB-A7DR-01A	TCGA-PAAD	NA
TCGA-FB-AAPP-01A	TCGA-PAAD	NA
TCGA-FB-AAPQ-01A	TCGA-PAAD	NA
TCGA-FB-AAPS-01A	TCGA-PAAD	NA
TCGA-FB-AAPU-01A	TCGA-PAAD	NA
TCGA-FB-AAPY-01A	TCGA-PAAD	NA
TCGA-FB-AAPZ-01A	TCGA-PAAD	NA
TCGA-FB-AAQ0-01A	TCGA-PAAD	NA
TCGA-FB-AAQ1-01A	TCGA-PAAD	NA
TCGA-FB-AAQ2-01A	TCGA-PAAD	NA
TCGA-FB-AAQ3-01A	TCGA-PAAD	NA
TCGA-FB-AAQ6-01A	TCGA-PAAD	NA
TCGA-FZ-5919-01A	TCGA-PAAD	NA
TCGA-FZ-5920-01A	TCGA-PAAD	NA
TCGA-FZ-5921-01A	TCGA-PAAD	NA
TCGA-FZ-5922-01A	TCGA-PAAD	NA
TCGA-FZ-5923-01A	TCGA-PAAD	NA
TCGA-FZ-5924-01A	TCGA-PAAD	NA
TCGA-FZ-5926-01A	TCGA-PAAD	NA
TCGA-H6-A45N-01A	TCGA-PAAD	NA
TCGA-H8-A6C1-01A	TCGA-PAAD	NA
TCGA-HV-A5A3-01A	TCGA-PAAD	NA
TCGA-HV-A5A3-01A	TCGA-PAAD	NA
TCGA-HV-A5A4-01A	TCGA-PAAD	NA
TCGA-HV-A5A4-01A	TCGA-PAAD	NA
TCGA-HV-A5A5-01A	TCGA-PAAD	NA
TCGA-HV-A5A5-01A	TCGA-PAAD	NA
TCGA-HV-A5A6-01A	TCGA-PAAD	NA
TCGA-HV-A7OL-01A	TCGA-PAAD	NA
TCGA-HV-A7OL-01A	TCGA-PAAD	NA
TCGA-HV-A7OP-01A	TCGA-PAAD	NA
TCGA-HV-AA8V-01A	TCGA-PAAD	NA
TCGA-HV-AA8V-01A	TCGA-PAAD	NA
TCGA-HV-AA8X-01A	TCGA-PAAD	NA
TCGA-HV-AA8X-01A	TCGA-PAAD	NA
TCGA-HZ-7289-01A	TCGA-PAAD	NA
TCGA-HZ-7918-01A	TCGA-PAAD	NA
TCGA-HZ-7919-01A	TCGA-PAAD	NA
TCGA-HZ-7920-01A	TCGA-PAAD	NA
TCGA-HZ-7922-01A	TCGA-PAAD	NA
TCGA-HZ-7923-01A	TCGA-PAAD	NA
TCGA-HZ-7924-01A	TCGA-PAAD	NA
TCGA-HZ-7925-01A	TCGA-PAAD	NA
TCGA-HZ-7926-01A	TCGA-PAAD	NA
TCGA-HZ-8001-01A	TCGA-PAAD	NA
TCGA-HZ-8002-01A	TCGA-PAAD	NA
TCGA-HZ-8003-01A	TCGA-PAAD	NA
TCGA-HZ-8005-01A	TCGA-PAAD	NA
TCGA-HZ-8315-01A	TCGA-PAAD	NA
TCGA-HZ-8315-01A	TCGA-PAAD	NA
TCGA-HZ-8317-01A	TCGA-PAAD	NA
TCGA-HZ-8317-01A	TCGA-PAAD	NA
TCGA-HZ-8519-01A	TCGA-PAAD	NA
TCGA-HZ-8636-01A	TCGA-PAAD	NA
TCGA-HZ-8637-01A	TCGA-PAAD	NA
TCGA-HZ-8638-01A	TCGA-PAAD	NA
TCGA-HZ-A49G-01A	TCGA-PAAD	NA
TCGA-HZ-A49H-01A	TCGA-PAAD	NA
TCGA-HZ-A49I-01A	TCGA-PAAD	NA
TCGA-HZ-A4BH-01A	TCGA-PAAD	NA
TCGA-HZ-A4BK-01A	TCGA-PAAD	NA
TCGA-HZ-A77O-01A	TCGA-PAAD	NA
TCGA-HZ-A77P-01A	TCGA-PAAD	NA
TCGA-HZ-A77Q-01A	TCGA-PAAD	NA
TCGA-HZ-A8P0-01A	TCGA-PAAD	NA
TCGA-HZ-A8P1-01A	TCGA-PAAD	NA
TCGA-HZ-A9TJ-01A	TCGA-PAAD	NA
TCGA-IB-7644-01A	TCGA-PAAD	NA
TCGA-IB-7645-01A	TCGA-PAAD	NA
TCGA-IB-7646-01A	TCGA-PAAD	NA
TCGA-IB-7647-01A	TCGA-PAAD	NA
TCGA-IB-7649-01A	TCGA-PAAD	NA
TCGA-IB-7651-01A	TCGA-PAAD	NA
TCGA-IB-7652-01A	TCGA-PAAD	NA
TCGA-IB-7654-01A	TCGA-PAAD	NA
TCGA-IB-7885-01A	TCGA-PAAD	NA
TCGA-IB-7886-01A	TCGA-PAAD	NA
TCGA-IB-7887-01A	TCGA-PAAD	NA
TCGA-IB-7888-01A	TCGA-PAAD	NA
TCGA-IB-7889-01A	TCGA-PAAD	NA
TCGA-IB-7890-01A	TCGA-PAAD	NA
TCGA-IB-7891-01A	TCGA-PAAD	NA
TCGA-IB-7893-01A	TCGA-PAAD	NA
TCGA-IB-7897-01A	TCGA-PAAD	NA
TCGA-IB-8126-01A	TCGA-PAAD	NA
TCGA-IB-8127-01A	TCGA-PAAD	NA
TCGA-IB-A5SO-01A	TCGA-PAAD	NA
TCGA-IB-A5SP-01A	TCGA-PAAD	NA
TCGA-IB-A5SQ-01A	TCGA-PAAD	NA
TCGA-IB-A5SS-01A	TCGA-PAAD	NA
TCGA-IB-A5ST-01A	TCGA-PAAD	NA
TCGA-IB-A6UF-01A	TCGA-PAAD	NA
TCGA-IB-A6UG-01A	TCGA-PAAD	NA
TCGA-IB-A7LX-01A	TCGA-PAAD	NA
TCGA-IB-A7M4-01A	TCGA-PAAD	NA
TCGA-IB-AAUM-01A	TCGA-PAAD	NA
TCGA-IB-AAUN-01A	TCGA-PAAD	NA
TCGA-IB-AAUO-01A	TCGA-PAAD	NA
TCGA-IB-AAUP-01A	TCGA-PAAD	NA
TCGA-IB-AAUQ-01A	TCGA-PAAD	NA
TCGA-IB-AAUR-01A	TCGA-PAAD	NA
TCGA-IB-AAUS-01A	TCGA-PAAD	NA
TCGA-IB-AAUT-01A	TCGA-PAAD	NA
TCGA-IB-AAUU-01A	TCGA-PAAD	NA
TCGA-IB-AAUV-01A	TCGA-PAAD	NA
TCGA-IB-AAUW-01A	TCGA-PAAD	NA
TCGA-L1-A7W4-01A	TCGA-PAAD	NA
TCGA-L1-A7W4-01A	TCGA-PAAD	NA
TCGA-L1-A7W4-01A	TCGA-PAAD	NA
TCGA-L1-A7W4-01A	TCGA-PAAD	NA
TCGA-L1-A7W4-01A	TCGA-PAAD	NA
TCGA-L1-A7W4-01A	TCGA-PAAD	NA
TCGA-L1-A7W4-01A	TCGA-PAAD	NA
TCGA-LB-A7SX-01A	TCGA-PAAD	NA
TCGA-LB-A8F3-01A	TCGA-PAAD	NA
TCGA-LB-A9Q5-01A	TCGA-PAAD	NA
TCGA-M8-A5N4-01A	TCGA-PAAD	NA
TCGA-OE-A75W-01A	TCGA-PAAD	NA
TCGA-PZ-A5RE-01A	TCGA-PAAD	NA
TCGA-Q3-A5QY-01A	TCGA-PAAD	NA
TCGA-Q3-AA2A-01A	TCGA-PAAD	NA
TCGA-RB-A7B8-01A	TCGA-PAAD	NA
TCGA-RB-AA9M-01A	TCGA-PAAD	NA
TCGA-RL-AAAS-01A	TCGA-PAAD	NA
TCGA-S4-A8RM-01A	TCGA-PAAD	NA
TCGA-S4-A8RO-01A	TCGA-PAAD	NA
TCGA-S4-A8RP-01A	TCGA-PAAD	NA
TCGA-US-A774-01A	TCGA-PAAD	NA
TCGA-US-A776-01A	TCGA-PAAD	NA
TCGA-US-A779-01A	TCGA-PAAD	NA
TCGA-US-A77E-01A	TCGA-PAAD	NA
TCGA-US-A77G-01A	TCGA-PAAD	NA
TCGA-US-A77J-01A	TCGA-PAAD	NA
TCGA-XD-AAUG-01A	TCGA-PAAD	NA
TCGA-XD-AAUG-01A	TCGA-PAAD	NA
TCGA-XD-AAUG-01A	TCGA-PAAD	NA
TCGA-XD-AAUG-01A	TCGA-PAAD	NA
TCGA-XD-AAUG-01A	TCGA-PAAD	NA
TCGA-XD-AAUH-01A	TCGA-PAAD	NA
TCGA-XD-AAUH-01A	TCGA-PAAD	NA
TCGA-XD-AAUH-01A	TCGA-PAAD	NA
TCGA-XD-AAUH-01A	TCGA-PAAD	NA
TCGA-XD-AAUH-01A	TCGA-PAAD	NA
TCGA-XD-AAUI-01A	TCGA-PAAD	NA
TCGA-XD-AAUI-01A	TCGA-PAAD	NA
TCGA-XD-AAUI-01A	TCGA-PAAD	NA
TCGA-XD-AAUL-01A	TCGA-PAAD	NA
TCGA-XN-A8T3-01A	TCGA-PAAD	NA
TCGA-XN-A8T5-01A	TCGA-PAAD	NA
TCGA-YB-A89D-01A	TCGA-PAAD	NA
TCGA-YY-A8LH-01A	TCGA-PAAD	NA
TCGA-Z5-AAPL-01A	TCGA-PAAD	NA
TCGA-2A-A8VL-01A	TCGA-PRAD	0,9663
TCGA-2A-A8VO-01A	TCGA-PRAD	0,924
TCGA-2A-A8VT-01A	TCGA-PRAD	0,949
TCGA-2A-A8VV-01A	TCGA-PRAD	0,9681
TCGA-2A-A8VX-01A	TCGA-PRAD	0,9865
TCGA-2A-A8W1-01A	TCGA-PRAD	0,9954
TCGA-2A-A8W3-01A	TCGA-PRAD	0,9343
TCGA-2A-AAYF-01A	TCGA-PRAD	0,8322
TCGA-2A-AAYO-01A	TCGA-PRAD	0,4299
TCGA-2A-AAYU-01A	TCGA-PRAD	0,8332
TCGA-4L-AA1F-01A	TCGA-PRAD	0,4972
TCGA-CH-5737-01A	TCGA-PRAD	0,9607
TCGA-CH-5738-01A	TCGA-PRAD	0,7618
TCGA-CH-5739-01A	TCGA-PRAD	0,836
TCGA-CH-5740-01A	TCGA-PRAD	0,9328
TCGA-CH-5741-01A	TCGA-PRAD	0,981
TCGA-CH-5743-01A	TCGA-PRAD	0,8829
TCGA-CH-5744-01A	TCGA-PRAD	0,909
TCGA-CH-5745-01A	TCGA-PRAD	0,8347
TCGA-CH-5746-01A	TCGA-PRAD	0,9764
TCGA-CH-5748-01A	TCGA-PRAD	0,9641
TCGA-CH-5750-01A	TCGA-PRAD	0,88
TCGA-CH-5751-01A	TCGA-PRAD	0,6244
TCGA-CH-5752-01A	TCGA-PRAD	0,933
TCGA-CH-5753-01A	TCGA-PRAD	0,9347
TCGA-CH-5754-01A	TCGA-PRAD	0,7911
TCGA-CH-5761-01A	TCGA-PRAD	0,8969
TCGA-CH-5762-01A	TCGA-PRAD	0,836
TCGA-CH-5763-01A	TCGA-PRAD	0,86
TCGA-CH-5764-01A	TCGA-PRAD	0,9119
TCGA-CH-5765-01A	TCGA-PRAD	0,9746
TCGA-CH-5766-01A	TCGA-PRAD	0,8163
TCGA-CH-5767-01A	TCGA-PRAD	0,9594
TCGA-CH-5768-01A	TCGA-PRAD	0,9611
TCGA-CH-5769-01A	TCGA-PRAD	0,8559
TCGA-EJ-5494-01A	TCGA-PRAD	0,8914
TCGA-EJ-5495-01A	TCGA-PRAD	0,79
TCGA-EJ-5496-01A	TCGA-PRAD	0,9728
TCGA-EJ-5497-01A	TCGA-PRAD	0,8904
TCGA-EJ-5498-01A	TCGA-PRAD	0,8626
TCGA-EJ-5499-01A	TCGA-PRAD	0,8877
TCGA-EJ-5501-01A	TCGA-PRAD	0,9453
TCGA-EJ-5502-01A	TCGA-PRAD	0,8571
TCGA-EJ-5503-01A	TCGA-PRAD	0,8806
TCGA-EJ-5504-01A	TCGA-PRAD	0,8585
TCGA-EJ-5505-01A	TCGA-PRAD	0,964
TCGA-EJ-5506-01A	TCGA-PRAD	0,9465
TCGA-EJ-5507-01A	TCGA-PRAD	0,8792
TCGA-EJ-5508-01A	TCGA-PRAD	0,8509
TCGA-EJ-5509-01A	TCGA-PRAD	0,8204
TCGA-EJ-5510-01A	TCGA-PRAD	0,8538
TCGA-EJ-5511-01A	TCGA-PRAD	0,9305
TCGA-EJ-5512-01A	TCGA-PRAD	0,9525
TCGA-EJ-5514-01A	TCGA-PRAD	0,8041
TCGA-EJ-5515-01A	TCGA-PRAD	0,9355
TCGA-EJ-5516-01A	TCGA-PRAD	0,8616
TCGA-EJ-5517-01A	TCGA-PRAD	0,8692
TCGA-EJ-5518-01A	TCGA-PRAD	0,835
TCGA-EJ-5519-01A	TCGA-PRAD	0,9224
TCGA-EJ-5521-01A	TCGA-PRAD	0,9154
TCGA-EJ-5522-01A	TCGA-PRAD	0,8757
TCGA-EJ-5524-01A	TCGA-PRAD	0,7994
TCGA-EJ-5525-01A	TCGA-PRAD	0,8358
TCGA-EJ-5526-01A	TCGA-PRAD	0,8493
TCGA-EJ-5527-01A	TCGA-PRAD	0,8198
TCGA-EJ-5530-01A	TCGA-PRAD	0,9231
TCGA-EJ-5531-01A	TCGA-PRAD	0,863
TCGA-EJ-5532-01A	TCGA-PRAD	0,9185
TCGA-EJ-5542-01A	TCGA-PRAD	0,8884
TCGA-EJ-7115-01A	TCGA-PRAD	0,9013
TCGA-EJ-7123-01A	TCGA-PRAD	0,9496
TCGA-EJ-7314-01A	TCGA-PRAD	0,987
TCGA-EJ-7315-01A	TCGA-PRAD	0,7661
TCGA-EJ-7317-01A	TCGA-PRAD	0,9545
TCGA-EJ-7321-01A	TCGA-PRAD	0,9163
TCGA-EJ-7327-01A	TCGA-PRAD	0,8501
TCGA-EJ-7328-01A	TCGA-PRAD	0,8526
TCGA-EJ-7330-01A	TCGA-PRAD	0,9003
TCGA-EJ-7331-01A	TCGA-PRAD	0,8314
TCGA-EJ-7782-01A	TCGA-PRAD	0,8856
TCGA-EJ-7783-01A	TCGA-PRAD	0,9207
TCGA-EJ-7784-01A	TCGA-PRAD	0,9476
TCGA-EJ-7785-01A	TCGA-PRAD	0,8194
TCGA-EJ-7786-01A	TCGA-PRAD	0,9211
TCGA-EJ-7788-01A	TCGA-PRAD	0,8739
TCGA-EJ-7789-01A	TCGA-PRAD	0,9727
TCGA-EJ-7791-01A	TCGA-PRAD	0,836
TCGA-EJ-7792-01A	TCGA-PRAD	0,8136
TCGA-EJ-7793-01A	TCGA-PRAD	0,9622
TCGA-EJ-7794-01A	TCGA-PRAD	0,8448
TCGA-EJ-7797-01A	TCGA-PRAD	0,9336
TCGA-EJ-A46B-01A	TCGA-PRAD	0,9808
TCGA-EJ-A46D-01A	TCGA-PRAD	0,9431
TCGA-EJ-A46E-01A	TCGA-PRAD	0,9404
TCGA-EJ-A46F-01A	TCGA-PRAD	0,9949
TCGA-EJ-A46G-01A	TCGA-PRAD	0,8794
TCGA-EJ-A46H-01A	TCGA-PRAD	0,7286
TCGA-EJ-A46I-01A	TCGA-PRAD	0,9698
TCGA-FC-7708-01A	TCGA-PRAD	0,8264
TCGA-FC-7961-01A	TCGA-PRAD	0,8377
TCGA-FC-A4JI-01A	TCGA-PRAD	0,7371
TCGA-FC-A5OB-01A	TCGA-PRAD	0,9916
TCGA-FC-A66V-01A	TCGA-PRAD	0,9236
TCGA-FC-A6HD-01A	TCGA-PRAD	0,9852
TCGA-FC-A8O0-01A	TCGA-PRAD	0,9678
TCGA-G9-6329-01A	TCGA-PRAD	0,8771
TCGA-G9-6332-01A	TCGA-PRAD	0,9924
TCGA-G9-6333-01A	TCGA-PRAD	0,891
TCGA-G9-6336-01A	TCGA-PRAD	0,9436
TCGA-G9-6338-01A	TCGA-PRAD	0,9447
TCGA-G9-6339-01A	TCGA-PRAD	0,9707
TCGA-G9-6342-01A	TCGA-PRAD	0,9528
TCGA-G9-6343-01A	TCGA-PRAD	0,9413
TCGA-G9-6347-01A	TCGA-PRAD	0,8209
TCGA-G9-6348-01A	TCGA-PRAD	0,8981
TCGA-G9-6351-01A	TCGA-PRAD	0,9796
TCGA-G9-6353-01A	TCGA-PRAD	0,9379
TCGA-G9-6354-01A	TCGA-PRAD	0,9701
TCGA-G9-6356-01A	TCGA-PRAD	0,8387
TCGA-G9-6361-01A	TCGA-PRAD	0,9499
TCGA-G9-6362-01A	TCGA-PRAD	0,9138
TCGA-G9-6363-01A	TCGA-PRAD	0,8949
TCGA-G9-6364-01A	TCGA-PRAD	0,8911
TCGA-G9-6365-01A	TCGA-PRAD	0,9246
TCGA-G9-6366-01A	TCGA-PRAD	0,9522
TCGA-G9-6367-01A	TCGA-PRAD	0,9203
TCGA-G9-6369-01A	TCGA-PRAD	0,9511
TCGA-G9-6370-01A	TCGA-PRAD	0,915
TCGA-G9-6371-01A	TCGA-PRAD	0,9656
TCGA-G9-6373-01A	TCGA-PRAD	0,8925
TCGA-G9-6377-01A	TCGA-PRAD	0,9466
TCGA-G9-6378-01A	TCGA-PRAD	0,8877
TCGA-G9-6379-01A	TCGA-PRAD	0,9141
TCGA-G9-6384-01A	TCGA-PRAD	0,9195
TCGA-G9-6385-01A	TCGA-PRAD	0,9195
TCGA-G9-6494-01A	TCGA-PRAD	0,9596
TCGA-G9-6496-01A	TCGA-PRAD	0,9112
TCGA-G9-6498-01A	TCGA-PRAD	0,8251
TCGA-G9-6499-01A	TCGA-PRAD	0,948
TCGA-G9-7509-01A	TCGA-PRAD	0,8274
TCGA-G9-7510-01A	TCGA-PRAD	0,8586
TCGA-G9-7519-01A	TCGA-PRAD	0,9303
TCGA-G9-7521-01A	TCGA-PRAD	0,7183
TCGA-G9-7522-01A	TCGA-PRAD	0,88
TCGA-G9-7523-01A	TCGA-PRAD	0,7466
TCGA-G9-7525-01A	TCGA-PRAD	0,8991
TCGA-G9-A9S0-01A	TCGA-PRAD	0,8099
TCGA-G9-A9S4-01A	TCGA-PRAD	0,933
TCGA-G9-A9S7-01A	TCGA-PRAD	0,525
TCGA-H9-7775-01A	TCGA-PRAD	0,9199
TCGA-H9-A6BX-01A	TCGA-PRAD	0,836
TCGA-H9-A6BY-01A	TCGA-PRAD	0,9837
TCGA-HC-7075-01A	TCGA-PRAD	0,9659
TCGA-HC-7077-01A	TCGA-PRAD	0,9886
TCGA-HC-7078-01A	TCGA-PRAD	0,9433
TCGA-HC-7079-01A	TCGA-PRAD	0,4348
TCGA-HC-7080-01A	TCGA-PRAD	0,9719
TCGA-HC-7081-01A	TCGA-PRAD	0,8007
TCGA-HC-7209-01A	TCGA-PRAD	0,9286
TCGA-HC-7210-01A	TCGA-PRAD	0,8096
TCGA-HC-7211-01A	TCGA-PRAD	0,9137
TCGA-HC-7212-01A	TCGA-PRAD	0,9552
TCGA-HC-7213-01A	TCGA-PRAD	0,879
TCGA-HC-7230-01A	TCGA-PRAD	0,9895
TCGA-HC-7231-01A	TCGA-PRAD	0,9021
TCGA-HC-7232-01A	TCGA-PRAD	0,9564
TCGA-HC-7233-01A	TCGA-PRAD	0,7633
TCGA-HC-7736-01A	TCGA-PRAD	0,9112
TCGA-HC-7737-01A	TCGA-PRAD	0,7837
TCGA-HC-7738-01A	TCGA-PRAD	0,948
TCGA-HC-7740-01A	TCGA-PRAD	0,8584
TCGA-HC-7741-01A	TCGA-PRAD	NA
TCGA-HC-7742-01A	TCGA-PRAD	0,9425
TCGA-HC-7744-01A	TCGA-PRAD	0,9702
TCGA-HC-7745-01A	TCGA-PRAD	0,8658
TCGA-HC-7747-01A	TCGA-PRAD	0,8629
TCGA-HC-7748-01A	TCGA-PRAD	0,8773
TCGA-HC-7749-01A	TCGA-PRAD	0,8869
TCGA-HC-7750-01A	TCGA-PRAD	0,9528
TCGA-HC-7752-01A	TCGA-PRAD	0,9253
TCGA-HC-7817-01A	TCGA-PRAD	NA
TCGA-HC-7818-01A	TCGA-PRAD	0,9429
TCGA-HC-7819-01A	TCGA-PRAD	0,9838
TCGA-HC-7820-01A	TCGA-PRAD	0,982
TCGA-HC-7821-01A	TCGA-PRAD	0,7643
TCGA-HC-8212-01A	TCGA-PRAD	NA
TCGA-HC-8213-01A	TCGA-PRAD	0,9962
TCGA-HC-8216-01A	TCGA-PRAD	0,8806
TCGA-HC-8256-01A	TCGA-PRAD	0,9625
TCGA-HC-8257-01A	TCGA-PRAD	0,9172
TCGA-HC-8258-01A	TCGA-PRAD	0,9342
TCGA-HC-8259-01A	TCGA-PRAD	0,9903
TCGA-HC-8260-01A	TCGA-PRAD	0,9194
TCGA-HC-8261-01A	TCGA-PRAD	0,9035
TCGA-HC-8262-01A	TCGA-PRAD	0,9676
TCGA-HC-8264-01A	TCGA-PRAD	NA
TCGA-HC-8265-01A	TCGA-PRAD	0,8987
TCGA-HC-8266-01A	TCGA-PRAD	0,7375
TCGA-HC-A48F-01A	TCGA-PRAD	0,9836
TCGA-HC-A4ZV-01A	TCGA-PRAD	0,7833
TCGA-HC-A631-01A	TCGA-PRAD	0,9822
TCGA-HC-A632-01A	TCGA-PRAD	0,7304
TCGA-HC-A6AL-01A	TCGA-PRAD	0,8821
TCGA-HC-A6AN-01A	TCGA-PRAD	0,9053
TCGA-HC-A6AO-01A	TCGA-PRAD	0,9143
TCGA-HC-A6AP-01A	TCGA-PRAD	0,8362
TCGA-HC-A6AQ-01A	TCGA-PRAD	0,974
TCGA-HC-A6AS-01A	TCGA-PRAD	0,836
TCGA-HC-A6HX-01A	TCGA-PRAD	0,9084
TCGA-HC-A6HY-01A	TCGA-PRAD	0,9718
TCGA-HC-A76W-01A	TCGA-PRAD	0,8546
TCGA-HC-A76X-01A	TCGA-PRAD	0,9914
TCGA-HC-A8CY-01A	TCGA-PRAD	0,8675
TCGA-HC-A8D0-01A	TCGA-PRAD	0,806
TCGA-HC-A8D1-01A	TCGA-PRAD	0,8653
TCGA-HC-A9TE-01A	TCGA-PRAD	0,7145
TCGA-HC-A9TH-01A	TCGA-PRAD	0,4622
TCGA-HI-7168-01A	TCGA-PRAD	0,9187
TCGA-HI-7169-01A	TCGA-PRAD	0,9253
TCGA-HI-7170-01A	TCGA-PRAD	0,903
TCGA-HI-7171-01A	TCGA-PRAD	0,9601
TCGA-J4-8198-01A	TCGA-PRAD	0,9509
TCGA-J4-8200-01A	TCGA-PRAD	0,9034
TCGA-J4-A67K-01A	TCGA-PRAD	0,9274
TCGA-J4-A67L-01A	TCGA-PRAD	0,8525
TCGA-J4-A67M-01A	TCGA-PRAD	0,847
TCGA-J4-A67N-01A	TCGA-PRAD	0,9134
TCGA-J4-A67O-01A	TCGA-PRAD	0,8628
TCGA-J4-A67Q-01A	TCGA-PRAD	0,8004
TCGA-J4-A67R-01A	TCGA-PRAD	0,8477
TCGA-J4-A67S-01A	TCGA-PRAD	0,9322
TCGA-J4-A67T-01A	TCGA-PRAD	0,97
TCGA-J4-A6G1-01A	TCGA-PRAD	0,6141
TCGA-J4-A6G3-01A	TCGA-PRAD	0,8675
TCGA-J4-A6M7-01A	TCGA-PRAD	0,9642
TCGA-J4-A83I-01A	TCGA-PRAD	0,8972
TCGA-J4-A83J-01A	TCGA-PRAD	0,9081
TCGA-J4-A83K-01A	TCGA-PRAD	0,9434
TCGA-J4-A83L-01A	TCGA-PRAD	0,9229
TCGA-J4-A83M-01A	TCGA-PRAD	0,9289
TCGA-J4-A83N-01A	TCGA-PRAD	0,9654
TCGA-J4-AATV-01A	TCGA-PRAD	0,7362
TCGA-J4-AATZ-01A	TCGA-PRAD	0,5234
TCGA-J4-AAU2-01A	TCGA-PRAD	0,8186
TCGA-KK-A59V-01A	TCGA-PRAD	0,6155
TCGA-KK-A59X-01A	TCGA-PRAD	0,9072
TCGA-KK-A59Y-01A	TCGA-PRAD	0,9714
TCGA-KK-A59Z-01A	TCGA-PRAD	0,8196
TCGA-KK-A5A1-01A	TCGA-PRAD	0,8589
